127.0.0.1 - - [01/Nov/2016:12:36:32 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:36:48 +0800] "GET /LinTest/ HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:36:48 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:36:54 +0800] "GET /LinTest/index HTTP/1.1" 200 10689
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:36:57 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975016979 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:03 +0800] "GET /LinTest/ditu HTTP/1.1" 200 6109
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:08 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975028818 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:10 +0800] "GET /LinTest/login HTTP/1.1" 200 1121
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:10 +0800] "GET /LinTest/static/css/signin.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:11 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975031412 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:15 +0800] "GET /LinTest/yearbaobiao HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:16 +0800] "GET /LinTest/static/css/amazeui.min.css HTTP/1.1" 200 246791
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:23 +0800] "GET /LinTest/table/yearbaobiao HTTP/1.1" 200 14967
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:23 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:23 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:37:24 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975044020 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:54 +0800] "GET /LinTest/table/dd?oneday=2016-10-02 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:54 +0800] "GET /LinTest/table/daybaobiao?oneday=2016-10-02 HTTP/1.1" 200 14335
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:54 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:54 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975134629 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:56 +0800] "GET /LinTest/table/yue HTTP/1.1" 200 15963
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:56 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:38:56 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975136802 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:00 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=01 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:00 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:00 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975140765 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:01 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=02 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:01 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:02 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975142013 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:02 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=03 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:02 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:02 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975142929 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:03 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=04 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:03 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:03 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975143653 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:04 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=05 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:04 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:04 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975144333 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:04 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=06 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:04 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:04 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975144932 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:05 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=07 HTTP/1.1" 200 14471
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:05 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:05 +0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1477975145507 HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:06 +0800] "GET /LinTest/table/monthbaobiao?oneMonth=08 HTTP/1.1" 200 14990
0:0:0:0:0:0:0:1 - - [01/Nov/2016:12:39:06 +0800] "GET /LinTest/static/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 952
